,,,,,,,train_acc,train_pre,train_rec,train_f1,train_f2,train_auc,test_acc,test_pre,test_rec,test_f1,test_f2,test_auc,c_correct_percent
38324-ang,348-004,z,,,300,rec,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.788,1
38324-ang,348-004,en,c,,300,rec,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.814,0.5
38324-ang,348-004,en,c,,300,acc,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.814,0.5
38324-ang,348-004,m,,,300,f2,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.837,1
38324-ang,348-004,m,,,100,rec,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.812,1
38324-ang,348-004,m,,,200,pre,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.836,1
38324-ang,348-004,ea,f,,15,acc,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.854,0.5
38324-rad,348-004,z,fc,,200,acc,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.882,0.5
38324-rad,348-004,m,c,,100,acc,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.793,1
38324-ang,348-004,m,c,,60,pre,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.817,1
38324-ang,348-004,m,c,,15,pre,0.996,1,0.992,0.996,0.994,1,0.753,0.727,0.706,0.716,0.71,0.81,1
38324-ang,348-004,m,c,,15,acc,0.996,1,0.992,0.996,0.994,1,0.753,0.727,0.706,0.716,0.71,0.797,1
38324-rad,348-004,r,fc,,100,f2,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.841,0.5
38324-rad,348-004,r,fc,,100,rec,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.841,0.5
38324-rad,348-004,r,fc,,200,rec,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.837,0.5
38324-ang,348-004,z,f,,100,pre,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.85,0.5
38324-rad,348-004,r,f,,100,f2,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.813,0.5
38324-rad,348-004,r,f,,100,rec,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.812,0.5
38324-rad,348-004,r,f,,100,acc,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.817,0.5
38324-rad,348-004,z,c,,300,rec,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.83,0.5
38324-rad,348-004,ea,fc,,100,f2,1,1,1,1,1,1,0.753,0.727,0.706,0.716,0.71,0.824,0.5
65536-ang,348-004,m,,,60,acc,1,1,1,1,1,1,0.662,0.548,0.767,0.639,0.71,0.766,1
65536-rad,348-004,p,c,,30,f2,0.996,0.992,1,0.996,0.998,1,0.662,0.548,0.767,0.639,0.71,0.688,1
65536-rad,348-004,r,c,,15,acc,0.871,0.838,0.908,0.872,0.893,0.94,0.662,0.548,0.767,0.639,0.71,0.764,1
65536-rad,348-004,en,,,300,acc,1,1,1,1,1,1,0.662,0.548,0.767,0.639,0.71,0.734,0.5
65536-ang,348-004,p,c,,300,pre,1,1,1,1,1,1,0.662,0.548,0.767,0.639,0.71,0.765,0.5
65536-ang,348-004,p,c,,300,acc,1,1,1,1,1,1,0.662,0.548,0.767,0.639,0.71,0.765,0.5
65536-rad,348-004,en,c,,300,f2,1,1,1,1,1,1,0.662,0.548,0.767,0.639,0.71,0.721,0.5
65536-rad,348-004,en,c,,300,rec,1,1,1,1,1,1,0.662,0.548,0.767,0.639,0.71,0.721,0.5
65536-rad,348-004,p,fc,,30,f2,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.809,1
65536-rad,348-004,p,fc,,30,acc,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.809,1
65536-rad,348-004,r,c,,300,rec,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.782,0.5
65536-rad,348-004,r,c,,30,pre,0.996,0.992,1,0.996,0.998,1,0.727,0.629,0.733,0.677,0.71,0.796,1
65536-ang,348-004,m,f,,200,rec,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.758,1
65536-rad,348-004,m,f,,300,pre,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.755,0.5
65536-rad,348-004,m,f,,15,pre,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.757,0.5
65536-rad,348-004,m,f,,100,acc,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.763,0.5
65536-rad,348-004,m,f,,15,acc,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.757,0.5
65536-rad,348-004,m,,,15,rec,0.982,0.985,0.977,0.981,0.979,0.997,0.727,0.629,0.733,0.677,0.71,0.69,0.5
65536-rad,348-004,ie,fc,,15,pre,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.787,1
65536-rad,348-004,z,f,,300,f2,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.779,0.5
65536-rad,348-004,m,c,,30,f2,0.967,0.962,0.969,0.966,0.968,0.994,0.727,0.629,0.733,0.677,0.71,0.742,0.5
65536-rad,348-004,m,c,,30,rec,0.967,0.962,0.969,0.966,0.968,0.994,0.727,0.629,0.733,0.677,0.71,0.742,0.5
65536-ang,348-004,p,fc,,30,f2,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.772,0.5
65536-ang,348-004,p,fc,,30,rec,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.772,0.5
65536-ang,348-004,ea,f,,15,f2,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.813,0.5
65536-ang,348-004,ea,f,,15,rec,1,1,1,1,1,1,0.727,0.629,0.733,0.677,0.71,0.813,0.5
98765-rad,348-004,z,c,,200,pre,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.655,1
98765-ang,348-004,ie,,,30,rec,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.708,0.5
98765-ang,348-004,ie,,,15,acc,0.86,0.877,0.806,0.84,0.82,0.942,0.662,0.628,0.73,0.675,0.707,0.732,0.5
98765-ang,348-004,z,c,,100,f2,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.705,1
98765-ang,348-004,z,c,,200,pre,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.726,1
98765-ang,348-004,m,f,,200,acc,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.73,1
1379-ang,348-004,z,fc,,300,rec,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.77,0.5
1379-ang,348-004,p,f,,30,f2,0.993,0.992,0.992,0.992,0.992,1,0.662,0.628,0.73,0.675,0.707,0.736,0.5
98765-ang,348-004,z,,,15,rec,0.815,0.772,0.847,0.808,0.831,0.917,0.662,0.628,0.73,0.675,0.707,0.684,1
98765-rad,348-004,ea,f,,100,f2,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.725,0
98765-rad,348-004,ea,f,,100,rec,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.725,0
98765-rad,348-004,ea,,,200,rec,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.749,1
98765-rad,348-004,ie,,,300,f2,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.729,1
98765-rad,348-004,ie,,,300,rec,1,1,1,1,1,1,0.662,0.628,0.73,0.675,0.707,0.729,1
24-ang,348-004,p,c,,15,rec,0.661,0.599,0.8,0.685,0.75,0.689,0.623,0.574,0.75,0.651,0.707,0.623,1
14122-rad,348-004,en,c,,30,acc,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.751,0.5
14122-rad,348-004,ea,fc,,200,rec,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.749,1
14122-rad,348-004,ea,fc,,200,pre,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.783,1
14122-rad,348-004,ea,fc,,200,acc,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.783,1
1379-rad,348-004,ea,fc,,30,f2,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.846,0.5
1379-rad,348-004,ea,fc,,30,rec,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.807,0.5
98765-ang,348-004,en,,,60,f2,0.97,0.968,0.968,0.968,0.968,0.999,0.727,0.722,0.703,0.712,0.707,0.744,0
98765-ang,348-004,en,,,60,rec,0.97,0.968,0.968,0.968,0.968,0.999,0.727,0.722,0.703,0.712,0.707,0.744,0
14122-rad,348-004,en,f,,200,pre,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.758,1
14122-rad,348-004,en,f,,200,acc,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.758,1
1379-ang,348-004,m,fc,,60,rec,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.802,1
1379-ang,348-004,m,fc,,200,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.805,0.5
1379-ang,348-004,ie,c,,15,rec,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.754,1
1379-ang,348-004,ie,c,,30,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.767,1
14122-ang,348-004,ea,,,60,pre,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.816,0.5
14122-ang,348-004,ea,,,60,acc,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.816,0.5
98765-ang,348-004,m,c,,30,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.747,1
1379-rad,348-004,ea,c,,300,rec,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.782,1
1379-rad,348-004,ea,c,,30,pre,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.812,1
1379-rad,348-004,ea,c,,30,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.812,1
14122-ang,348-004,p,fc,,200,pre,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.778,1
14122-rad,348-004,z,c,,200,f2,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.764,1
14122-rad,348-004,z,c,,200,pre,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.765,1
98765-ang,348-004,ea,,,30,rec,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.77,0.5
1379-ang,348-004,ie,,,300,f2,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.787,0.5
1379-ang,348-004,ie,,,200,pre,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.805,0
1379-ang,348-004,ie,,,200,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.804,0
1379-ang,348-004,ie,f,,15,pre,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.836,0.5
98765-rad,348-004,en,c,,30,f2,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.792,0.5
98765-rad,348-004,en,c,,30,rec,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.792,0.5
24-ang,348-004,ea,,,60,acc,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.751,1
24-ang,348-004,m,,,15,f2,0.779,0.748,0.784,0.766,0.777,0.867,0.688,0.65,0.722,0.684,0.707,0.668,0.5
24-ang,348-004,m,,,100,pre,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.734,0.5
1379-rad,348-004,en,c,,15,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.751,1
1379-rad,348-004,ie,f,,200,pre,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.768,0.5
98765-ang,348-004,m,f,,200,rec,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.737,1
1379-rad,348-004,en,f,,60,pre,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.796,0.5
98765-ang,348-004,r,fc,,60,rec,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.778,0.5
24-ang,348-004,ie,c,,300,f2,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.766,0.5
24-ang,348-004,ie,c,,300,rec,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.766,0.5
1379-rad,348-004,m,fc,,200,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.809,0.5
1379-rad,348-004,m,fc,,300,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.779,0.5
1379-rad,348-004,m,fc,,15,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.803,0.5
1379-ang,348-004,ie,fc,,200,f2,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.86,0.5
1379-ang,348-004,ie,fc,,200,rec,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.86,0.5
1379-ang,348-004,ie,fc,,200,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.86,0.5
24-rad,348-004,m,f,,30,acc,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.796,0.5
1379-rad,348-004,en,fc,,30,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.843,0.5
1379-rad,348-004,en,fc,,15,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.843,0.5
14122-rad,348-004,en,fc,,100,pre,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.787,0
1379-rad,348-004,ie,fc,,15,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.83,0.5
1379-ang,348-004,ea,f,,60,f2,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.835,0.5
1379-ang,348-004,ea,f,,60,rec,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.835,0.5
14122-ang,348-004,p,c,,60,pre,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.77,1
14122-ang,348-004,z,c,,30,f2,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.726,0.5
14122-ang,348-004,z,c,,30,rec,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.726,0.5
1379-rad,348-004,p,fc,,15,pre,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.791,1
1379-rad,348-004,p,f,,15,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.821,1
14122-rad,348-004,m,,,15,rec,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.757,0.5
14122-rad,348-004,ea,c,,30,pre,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.773,1
14122-rad,348-004,ea,c,,30,acc,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.769,1
1379-rad,348-004,r,f,,60,pre,0.996,1,0.992,0.996,0.994,1,0.727,0.722,0.703,0.712,0.707,0.79,0.5
1379-rad,348-004,r,f,,60,acc,0.996,0.992,1,0.996,0.998,1,0.727,0.722,0.703,0.712,0.707,0.79,0.5
98765-rad,348-004,r,c,,200,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.755,1
24-rad,348-004,m,,,60,acc,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.736,0.5
14122-rad,348-004,ea,f,,15,rec,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.788,0.5
14122-rad,348-004,ea,f,,300,acc,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.774,0.5
98765-rad,348-004,p,,,300,f2,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.754,1
98765-rad,348-004,p,,,300,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.747,1
14122-ang,348-004,z,,,30,pre,1,1,1,1,1,1,0.688,0.65,0.722,0.684,0.707,0.768,0.5
98765-ang,348-004,m,fc,,30,acc,1,1,1,1,1,1,0.727,0.722,0.703,0.712,0.707,0.747,1
24-rad,348-004,z,f,,30,f2,0.97,0.976,0.96,0.968,0.963,0.994,0.753,0.758,0.694,0.725,0.706,0.795,0.5
24-rad,348-004,r,c,,30,f2,0.941,0.91,0.968,0.938,0.956,0.978,0.753,0.758,0.694,0.725,0.706,0.815,1
24-rad,348-004,r,c,,300,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.818,1
24-rad,348-004,r,c,,300,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.818,1
24-rad,348-004,r,c,,15,pre,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.802,1
24-ang,348-004,en,f,,15,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.814,0.5
24-ang,348-004,en,,,300,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.749,0.5
24-ang,348-004,en,,,300,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.749,0.5
24-ang,348-004,ie,f,,200,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.785,0.5
24-rad,348-004,p,fc,,100,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.846,1
24-ang,348-004,p,c,,60,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.819,0.5
24-ang,348-004,p,c,,200,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.825,0.5
24-ang,348-004,p,c,,15,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.784,1
24-ang,348-004,p,c,,200,pre,0.989,0.992,0.984,0.988,0.986,1,0.753,0.758,0.694,0.725,0.706,0.825,0.5
24-ang,348-004,p,c,,200,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.825,0.5
24-ang,348-004,z,fc,,100,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.804,0.5
24-ang,348-004,z,fc,,15,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.806,0.5
24-ang,348-004,z,fc,,100,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.804,0.5
24-ang,348-004,z,fc,,15,pre,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.806,0.5
24-ang,348-004,z,fc,,100,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.828,0.5
24-ang,348-004,z,fc,,15,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.806,0.5
24-ang,348-004,m,f,,100,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.791,0.5
24-ang,348-004,m,f,,100,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.791,0.5
24-ang,348-004,m,f,,100,pre,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.819,1
24-ang,348-004,r,fc,,30,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.822,1
14122-ang,348-004,r,,,300,pre,0.989,0.977,1,0.988,0.995,0.997,0.753,0.758,0.694,0.725,0.706,0.825,0.5
24-ang,348-004,z,f,,300,pre,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.827,0.5
24-rad,348-004,p,c,,60,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.839,1
24-rad,348-004,ea,c,,15,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.831,1
24-rad,348-004,p,f,,100,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.827,1
24-rad,348-004,p,f,,200,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.843,1
24-rad,348-004,p,f,,100,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.827,1
24-ang,348-004,en,fc,,30,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.822,1
24-ang,348-004,en,fc,,30,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.822,1
24-rad,348-004,en,f,,100,pre,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.81,0.5
24-rad,348-004,en,f,,100,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.816,0.5
24-rad,348-004,ea,fc,,15,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.852,0.5
24-rad,348-004,en,fc,,60,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.846,0.5
24-rad,348-004,en,fc,,60,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.846,0.5
24-rad,348-004,en,fc,,60,pre,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.849,0.5
24-rad,348-004,en,fc,,60,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.849,0.5
24-rad,348-004,r,,,200,pre,0.97,0.961,0.976,0.968,0.973,0.998,0.753,0.758,0.694,0.725,0.706,0.825,1
24-rad,348-004,ie,fc,,200,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.85,0.5
24-rad,348-004,ie,fc,,200,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.85,0.5
24-rad,348-004,ie,fc,,100,pre,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.831,1
14122-ang,348-004,en,,,300,f2,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.823,0
14122-ang,348-004,en,,,300,rec,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.823,0
14122-ang,348-004,en,,,300,pre,0.993,0.984,1,0.992,0.997,1,0.753,0.758,0.694,0.725,0.706,0.816,0.5
24-rad,348-004,r,fc,,60,pre,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.808,1
24-rad,348-004,r,fc,,60,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.811,1
24-rad,348-004,r,fc,,15,acc,1,1,1,1,1,1,0.753,0.758,0.694,0.725,0.706,0.822,0.5
38324-ang,348-004,m,f,,60,rec,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.841,1
38324-ang,348-004,en,c,,300,f2,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.816,0.5
38324-rad,348-004,en,fc,,300,acc,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.802,0.5
38324-rad,348-004,z,fc,,60,pre,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.838,0.5
38324-ang,348-004,z,c,,60,pre,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.811,1
38324-rad,348-004,p,f,,60,f2,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.84,1
38324-rad,348-004,p,f,,60,rec,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.837,0.5
38324-ang,348-004,ea,,,15,pre,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.806,1
38324-rad,348-004,ea,f,,100,pre,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.821,0.5
38324-rad,348-004,r,fc,,200,f2,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.84,0.5
38324-rad,348-004,r,fc,,200,pre,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.839,0.5
38324-rad,348-004,r,fc,,200,acc,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.839,0.5
38324-ang,348-004,ie,c,,300,pre,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.839,0.5
38324-ang,348-004,ie,c,,300,acc,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.839,0.5
38324-ang,348-004,p,fc,,200,f2,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.842,0.5
38324-ang,348-004,p,fc,,200,rec,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.792,1
38324-ang,348-004,en,,,200,f2,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.764,0.5
38324-ang,348-004,en,,,200,rec,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.764,0.5
1379-ang,348-008,ea,,adasyns,15,acc,0.829,0.766,0.949,0.848,0.906,0.937,0.753,0.414,0.857,0.558,0.706,0.757,
38324-ang,348-004,z,f,,300,acc,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.845,0.5
38324-rad,348-004,z,c,,30,f2,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.802,1
38324-rad,348-004,z,c,,30,pre,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.795,0.5
38324-rad,348-004,z,c,,300,pre,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.765,0.5
38324-rad,348-004,en,c,,60,rec,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.839,0.5
38324-rad,348-004,en,c,,60,acc,1,1,1,1,1,1,0.74,0.706,0.706,0.706,0.706,0.815,0
65536-rad,348-004,z,c,,60,rec,1,1,1,1,1,1,0.649,0.535,0.767,0.63,0.706,0.773,0.5
65536-ang,348-004,en,,,30,acc,0.83,0.829,0.817,0.823,0.819,0.896,0.649,0.535,0.767,0.63,0.706,0.672,0.5
65536-ang,348-004,z,,,100,pre,1,1,1,1,1,1,0.649,0.535,0.767,0.63,0.706,0.762,0.5
65536-ang,348-004,z,,,30,acc,1,1,1,1,1,1,0.649,0.535,0.767,0.63,0.706,0.682,0.5
65536-ang,348-004,en,c,,200,pre,1,1,1,1,1,1,0.649,0.535,0.767,0.63,0.706,0.774,0.5
65536-rad,348-004,z,f,,200,pre,1,1,1,1,1,1,0.649,0.535,0.767,0.63,0.706,0.745,0.5
65536-rad,348-004,z,fc,,200,rec,1,1,1,1,1,1,0.649,0.535,0.767,0.63,0.706,0.772,0.5
38324-ang,348-004,ie,fc,,30,pre,1,1,1,1,1,1,0.805,0.852,0.676,0.754,0.706,0.873,1
38324-rad,348-004,ie,fc,,15,pre,1,1,1,1,1,1,0.805,0.852,0.676,0.754,0.706,0.861,1
65536-ang,348-004,p,f,,15,f2,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.783,0.5
65536-ang,348-004,p,f,,15,rec,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.783,0.5
65536-ang,348-004,p,f,,15,pre,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.756,0.5
65536-rad,348-004,en,f,,200,f2,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.786,0.5
65536-rad,348-004,ea,c,,100,pre,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.755,1
65536-rad,348-004,ea,c,,300,pre,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.782,0.5
65536-rad,348-004,r,c,,60,pre,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.782,1
65536-rad,348-004,ie,f,,100,acc,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.784,0.5
65536-ang,348-004,m,fc,,300,rec,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.762,0.5
65536-ang,348-004,m,f,,200,pre,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.746,1
65536-ang,348-004,m,f,,200,acc,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.746,1
65536-rad,348-004,m,f,,15,f2,1,1,1,1,1,1,0.714,0.611,0.733,0.667,0.705,0.744,0.5
